Commit SHA,Java File,Old function signature,New function signature
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertArrayEquals ( float [] expecteds, float [] actuals, float  delta )","assertArrayEquals ( String  message, float [] expecteds, float [] actuals, float  delta )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual, double  delta )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, float  expected, float  actual, float  delta )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, long  expected, long  actual )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( double  expected, double  actual, double  delta )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( float  expected, float  actual, float  delta )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,assertNotNull ( Object  object ),"assertNotNull ( String  message, Object  object )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,assertNull ( Object  object ),"assertNull ( String  message, Object  object )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertSame ( Object  expected, Object  actual )","assertSame ( String  message, Object  expected, Object  actual )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertNotSame ( Object  unexpected, Object  actual )","assertNotSame ( String  message, Object  unexpected, Object  actual )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, Object [] expecteds, Object [] actuals )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/Assert.java,"assertThrows ( Class  expectedThrowable, ThrowingRunnable  runnable )","assertThrows ( String  message, Class  expectedThrowable, ThrowingRunnable  runnable )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/experimental/categories/Categories.java,include ( Class  categories ),"include ( boolean  matchAny, Class  categories )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/experimental/categories/Categories.java,exclude ( Class  categories ),"exclude ( boolean  matchAny, Class  categories )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/internal/Classes.java,getClass ( String  className ),"getClass ( String  className, Class  callingClass )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/rules/DisableOnDebug.java,isDebugging (  ),isDebugging ( List  arguments )
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/rules/TemporaryFolder.java,newFile (  ),newFile ( String  fileName )
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/rules/TemporaryFolder.java,newFolder (  ),newFolder ( String  path )
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/rules/TemporaryFolder.java,newFolder (  ),newFolder ( String  paths )
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( String  name, Annotation  annotations )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( String  name, Serializable  uniqueId, Annotation  annotations )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( Class  testClass, Annotation  annotations )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runner/Request.java,classes ( Class  classes ),"classes ( Computer  computer, Class  classes )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runners/Parameterized.java,allParameters (  ),"allParameters ( TestClass  testClass, FrameworkMethod  parametersMethod )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runners/Parameterized.java,getParametersMethod (  ),getParametersMethod ( TestClass  testClass )
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runners/Parameterized.java,parametersMethodReturnedWrongType (  ),"parametersMethodReturnedWrongType ( TestClass  testClass, FrameworkMethod  parametersMethod )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runners/model/RunnerBuilder.java,runners ( Class [] children ),"runners ( Class  parent, Class [] children )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/main/java/org/junit/runners/model/RunnerBuilder.java,runners ( Class [] children ),"runners ( Class  parent, List  children )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java,before (  ),"before ( String  x, int  y )"
f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java,after (  ),"after ( String  x, int  y )"
eb75886b2be7edf709441962bf3272e4319823c5,src/test/java/junit/tests/runner/ResultTest.java,"assertSerializedCorrectly ( Result  result, Result  fromStream )","assertSerializedCorrectly ( Result  result, Result  fromStream, SerializationFormat  serializationFormat )"
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,succeeded (  ),succeeded ( Description  description )
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,failed (  ),"failed ( Throwable  e, Description  description )"
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,starting (  ),starting ( Description  description )
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,finished (  ),finished ( Description  description )
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,succeeded (  ),succeeded ( Description  description )
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,failed (  ),"failed ( Throwable  e, Description  description )"
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,starting (  ),starting ( Description  description )
cf13399be099b42d8786b62c134108f854d54578,src/test/java/org/junit/rules/TestWatcherTest.java,finished (  ),finished ( Description  description )
0bec573229bdd725b1d4588bd3c1ad9ba38f29eb,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
0bec573229bdd725b1d4588bd3c1ad9ba38f29eb,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,assertTrue ( boolean  condition ),"assertTrue ( String  message, boolean  condition )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,assertFalse ( boolean  condition ),"assertFalse ( String  message, boolean  condition )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,fail (  ),fail ( String  message )
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, Object  expected, Object  actual )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertArrayEquals ( float [] expecteds, float [] actuals, float  delta )","assertArrayEquals ( String  message, double [] expecteds, double [] actuals, double  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertArrayEquals ( float [] expecteds, float [] actuals, float  delta )","assertArrayEquals ( String  message, float [] expecteds, float [] actuals, float  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual, double  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, float  expected, float  actual, float  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, long  expected, long  actual )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( double  expected, double  actual, double  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( float  expected, float  actual, float  delta )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,assertNotNull ( Object  object ),"assertNotNull ( String  message, Object  object )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,assertNull ( Object  object ),"assertNull ( String  message, Object  object )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertSame ( Object  expected, Object  actual )","assertSame ( String  message, Object  expected, Object  actual )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertNotSame ( Object  unexpected, Object  actual )","assertNotSame ( String  message, Object  unexpected, Object  actual )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, Object [] expecteds, Object [] actuals )"
627b85abfd9c1f6c69b14f9d33fb292868fe6826,src/main/java/org/junit/Assert.java,"assertThrows ( Class  expectedThrowable, ThrowingRunnable  runnable )","assertThrows ( String  message, Class  expectedThrowable, ThrowingRunnable  runnable )"
1b4ac073bc2337eb766f379e74237aa1fc4a6e4f,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
1b4ac073bc2337eb766f379e74237aa1fc4a6e4f,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
43cdf991a8c5808b07c657460815e7d8913ebb79,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
43cdf991a8c5808b07c657460815e7d8913ebb79,src/test/java/org/junit/rules/TestRuleTest.java,"apply ( Statement  base, Description  description )","apply ( Statement  base, FrameworkMethod  method, Object  target )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,assertTrue ( boolean  condition ),"assertTrue ( String  message, boolean  condition )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,assertFalse ( boolean  condition ),"assertFalse ( String  message, boolean  condition )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,fail (  ),fail ( String  message )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, Object  expected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, String  expected, String  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, double  expected, double  actual, double  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( double  expected, double  actual, double  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, float  expected, float  actual, float  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( float  expected, float  actual, float  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, long  expected, long  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, boolean  expected, boolean  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, byte  expected, byte  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, char  expected, char  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, short  expected, short  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertEquals ( int  expected, int  actual )","assertEquals ( String  message, int  expected, int  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertSame ( Object  expected, Object  actual )","assertSame ( String  message, Object  expected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/junit/framework/TestCase.java,"assertNotSame ( Object  expected, Object  actual )","assertNotSame ( String  message, Object  expected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,assertTrue ( boolean  condition ),"assertTrue ( String  message, boolean  condition )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,assertFalse ( boolean  condition ),"assertFalse ( String  message, boolean  condition )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,fail (  ),fail ( String  message )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, Object  expected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertArrayEquals ( float [] expecteds, float [] actuals, float  delta )","assertArrayEquals ( String  message, double [] expecteds, double [] actuals, double  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertArrayEquals ( float [] expecteds, float [] actuals, float  delta )","assertArrayEquals ( String  message, float [] expecteds, float [] actuals, float  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual, double  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, float  expected, float  actual, float  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, long  expected, long  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, double  expected, double  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( double  expected, double  actual, double  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( float  expected, float  actual, float  delta )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,assertNotNull ( Object  object ),"assertNotNull ( String  message, Object  object )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,assertNull ( Object  object ),"assertNull ( String  message, Object  object )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertSame ( Object  expected, Object  actual )","assertSame ( String  message, Object  expected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertNotSame ( Object  unexpected, Object  actual )","assertNotSame ( String  message, Object  unexpected, Object  actual )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/Assert.java,"assertEquals ( Object [] expecteds, Object [] actuals )","assertEquals ( String  message, Object [] expecteds, Object [] actuals )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/experimental/categories/Categories.java,include ( Class  categories ),"include ( boolean  matchAny, Class  categories )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/experimental/categories/Categories.java,exclude ( Class  categories ),"exclude ( boolean  matchAny, Class  categories )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/internal/Classes.java,getClass ( String  className ),"getClass ( String  className, Class  callingClass )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/internal/ComparisonCriteria.java,"arrayEquals ( String  message, Object  expecteds, Object  actuals )","arrayEquals ( String  message, Object  expecteds, Object  actuals, boolean  outer )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/DisableOnDebug.java,isDebugging (  ),isDebugging ( List  arguments )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/Stopwatch.java,succeeded ( Description  description ),"succeeded ( long  nanos, Description  description )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/Stopwatch.java,"failed ( Throwable  e, Description  description )","failed ( long  nanos, Throwable  e, Description  description )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/Stopwatch.java,"skipped ( AssumptionViolatedException  e, Description  description )","skipped ( long  nanos, AssumptionViolatedException  e, Description  description )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/Stopwatch.java,finished ( Description  description ),"finished ( long  nanos, Description  description )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/TemporaryFolder.java,newFile (  ),newFile ( String  fileName )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/TemporaryFolder.java,newFolder (  ),newFolder ( String  path )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/TemporaryFolder.java,newFolder (  ),newFolder ( String  paths )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/rules/Timeout.java,getTimeout (  ),getTimeout ( TimeUnit  unit )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( String  name, Annotation  annotations )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( String  name, Serializable  uniqueId, Annotation  annotations )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runner/Description.java,createSuiteDescription ( Class  testClass ),"createSuiteDescription ( Class  testClass, Annotation  annotations )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runner/Request.java,classes ( Class  classes ),"classes ( Computer  computer, Class  classes )"
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java,createTest (  ),createTest ( FrameworkMethod  method )
41c8f3ebd3e1627483956f1fb9a18bfdedb6b6b7,src/main/java/org/junit/runners/Parameterized.java,allParameters (  ),"allParameters ( TestClass  testClass, FrameworkMethod  parametersMethod )"
